path,artist_name,song_name,features,features11
folder5/Fnaïre - Siri Siri (EXCLUSIVE Music Video) ｜ (فناير - سيري سيري (فيديو كليب حصري [oY3XxNpRuu0].mp3,Fnaïre ,folder5/Fnaïre ,"[0.38838837, 2455.9019700749786, 2429.0292174869096, 5039.210264301513, 20.792927171918706, 0.18914261260256562, 0.59632844, 0.27803338, 11.814797, 0.03715175, 3.2878855433395593, -0.0007510828463956628, 0.21183711, 0.1317423099989028]",
folder5/Farah Chreim - Nazar Aayni [Official Lyric Video] (2022) ⧸ فرح شريم - نظر عيني [mxU_bUcH-tM].mp3,Farah Chreim ,folder5/Farah Chreim ,"[0.27917486, 2667.0465803158163, 2406.7020594259625, 5376.251386555626, 21.906639193373817, 0.18557396030124026, 0.46047676, 0.2580752, 10.105218, -0.5368072, 3.0851439184703775, 0.001148615158332058, 0.22115828, 0.14903973843150806]",
folder5/Khaled BoSakhar – Deniya Sa3ba (Exclusive) ｜خالد بوصخر - دنيا صعبه(حصريا) ｜2018 [DXiPpMngwnM].mp3,Khaled BoSakhar – Deniya Sa3ba (Exclusive) ｜خالد بوصخر ,folder5/Khaled BoSakhar – Deniya Sa3ba (Exclusive) ｜خالد بوصخر ,"[0.33971238, 2574.384516432895, 2429.066290663438, 5255.0376529066425, 21.22266743781107, 0.16103257313239866, 0.52155006, 0.2717765, 14.487601, -0.8231112, 3.5950952670412386, -0.006259274007069, 0.2525326, 0.13686022878384912]",
folder5/Fathi Royal - El Wadaa El Wadaa ｜ الوداع الوداع (Officiel Video Clip) [LZ0lTZS9E8Q].mp3,Fathi Royal ,folder5/Fathi Royal ,"[0.3621385, 2829.9878131009077, 2495.882066214526, 5695.264949891223, 21.419982124284775, 0.21292510438966666, 0.58246547, 0.278955, 11.478775, 1.0226276, 3.9393985099617668, -0.005198647519713427, 0.24284783, 0.17056216771578184]",
folder5/Maaagic - MARHABA ( Officiel Video Clip ) prod by Karim Loukili [Stwd44LrVGY].mp3,Maaagic ,folder5/Maaagic ,"[0.38502935, 2642.316414611275, 2496.235851685675, 5592.3862272706265, 20.7045403856452, 0.16072136484569247, 0.5084664, 0.26430896, 9.42763, 0.57380956, 2.9031289774877633, 0.004870097785703944, 0.19895701, 0.13671276641400804]",
folder5/Mahmoud El Esseily – Sahla We Bassita – Exclusive Music Video ｜ 2018 ｜ محمود العسيلى – سهلة وبسيطة [1m4c-Vjpc5s].mp3,Mahmoud El Esseily – Sahla We Bassita – Exclusive Music Video ｜ 2018 ｜ محمود العسيلى – سهلة وبسيطة [1m4c,folder5/Mahmoud El Esseily – Sahla We Bassita – Exclusive Music Video ｜ 2018 ｜ محمود العسيلى – سهلة وبسيطة [1m4c,"[0.43702814, 2486.4346994382763, 2422.146238657644, 5188.445584307131, 20.855820254366257, 0.13951553944211834, 0.5972575, 0.2749884, 10.846992, 0.91534656, 3.1124978221943214, -0.007370895103075721, 0.20550057, 0.13789887163309877]",
folder5/Inkonnu - Tab3ini V2 ( Officiel Music Video ) [lO3CA9EzOhc].mp3,Inkonnu ,folder5/Inkonnu ,"[0.43517515, 2444.9973224696846, 2398.654974557116, 5210.475805406297, 20.31729724332942, 0.15598329562630675, 0.4892596, 0.25697216, 3.527764, -1.6463958, 1.529701043894068, -0.020820671710341045, 0.11399512, 0.11459135270026814]",
folder5/Kabila Records ｜ Cheb Karim - Dori (Official Video) ｜ الشاب كريم - دوري [ckf5cP1ZwTs].mp3,Kabila Records ｜ Cheb Karim ,folder5/Kabila Records ｜ Cheb Karim ,"[0.3620097, 2587.451489275246, 2470.053732353063, 5311.905147721089, 21.386082492040718, 0.14835346611186404, 0.43161738, 0.25082225, 21.475452, 2.6530888, 3.7701444181586607, -0.015416762028493085, 0.29273987, 0.12646425176347403]",
folder5/IN-S - Hess Bya (Clip Officiel) [JAXH-xNN10I].mp3,IN,folder5/IN,"[0.320863, 2070.7920395681854, 2085.6565108225022, 4166.710032298041, 21.13743310485051, 0.19906320051459642, 0.5020862, 0.25554377, 8.243687, -2.0201986, 2.738490618809987, -0.008033744392837069, 0.1800072, 0.11038002387678744]",
folder5/Mahmoud El Shazly - Elly Yemshi Warak (EXCLUSIVE ) ｜ 2018 محمود الشاذلى  - اللى يمشى وراك [5_bBQHy5io0].mp3,Mahmoud El Shazly ,folder5/Mahmoud El Shazly ,"[0.37732765, 2415.441416627108, 2425.375769355227, 5168.39599609375, 21.67624662351139, 0.1771287972622061, 0.548774, 0.2696259, 12.805814, 1.0176663, 3.4807664969200203, 0.0057862538032844735, 0.23048626, 0.12675920962888992]",
folder5/Klay - A l'Infinity (Clip Officiel) [N-C8uwzEhbA].mp3,Klay ,folder5/Klay ,"[0.411936, 2477.6975160575134, 2435.319364095223, 5101.880178846068, 20.84300675589728, 0.18325719132721063, 0.60342026, 0.27275866, 13.506807, 1.3612776, 2.8608955961979636, 0.00592690580659837, 0.21018471, 0.14392498099193612]",
folder5/Lbenj feat. MAS - La Baraka [h7IzXezJcG4].mp3,Lbenj feat. MAS ,folder5/Lbenj feat. MAS ,"[0.38371426, 2410.2389517772513, 2320.325200948249, 4869.673118860441, 20.53410162077498, 0.1611894386128258, 0.5575806, 0.26753575, 12.350131, 1.2301857, 3.408347382456033, 0.001360806682627259, 0.22524121, 0.12781536818983538]",
folder5/Mahmoud El Esseily - Fe Hetta Tanya - Exclusive Music Video ｜ 2018 ｜ محمود العسيلي - في حتة تانية [adsU2SKWrpk].mp3,Mahmoud El Esseily ,folder5/Mahmoud El Esseily ,"[0.4513195, 2941.7411962563237, 2687.571972389277, 6284.072496568834, 20.84809909137934, 0.17082287386883518, 0.5027268, 0.2564137, 11.941891, 2.7437673, 2.8143882555149005, 0.012797312167863083, 0.21665236, 0.1545997413429054]",
"folder5/K2rhym, Ronaldinho - Oooh La La La La (EXCLUSIVE VIDEO) World Cup Song 2018 ｜  (أغنية كأس العالم) [V1opbiXYNwo].mp3","K2rhym, Ronaldinho ","folder5/K2rhym, Ronaldinho ","[0.41689432, 2526.5789833296685, 2540.9379313146574, 5584.383530312396, 20.254975363862705, 0.19761745414539653, 0.49383307, 0.25226805, 24.273546, 3.3938916, 4.200648784144543, -0.0020941053518015165, 0.30906206, 0.1140834186094027]",
folder5/Mahmoud El Esseily - Heya - Exclusive Music Video ｜ 2018 محمود العسيلي - هىّ - حصرياً [4PUFV17_VkA].mp3,Mahmoud El Esseily ,folder5/Mahmoud El Esseily ,"[0.3589067, 2032.0690707637311, 2253.865237047819, 4335.21962522185, 21.645194833491452, 0.1817502740648391, 0.57603043, 0.27569243, 5.0041842, -1.3754538, 2.008595778741079, -0.0013595298097729695, 0.13989055, 0.1039377598719934]",
folder5/INKONNU x 7LIWA - KIB9AW FIA ( Official Music Video ) [mjCBbjGyiGk].mp3,INKONNU x 7LIWA ,folder5/INKONNU x 7LIWA ,"[0.36403978, 2681.9874044246253, 2399.5081624937557, 5355.970821421411, 21.121365833651637, 0.15169801462070467, 0.54641134, 0.27359316, 6.0929375, -3.869166, 2.2642262351822815, 0.007081047275884773, 0.16157654, 0.15276538271072332]",
folder5/Kader Japonais - La fhamtou el maoudouaa (Clip Officiel) 2018⎜قادر الجابوني - لفهمتو الموضوع [4E3jA8v11yo].mp3,Kader Japonais ,folder5/Kader Japonais ,"[0.37329316, 2853.6017832542325, 2700.665876414709, 6230.368200772511, 21.49292063900932, 0.19551822651189088, 0.5582032, 0.27356055, 14.103789, 1.3917029, 3.6388227807217555, 0.010752462840551945, 0.24585818, 0.1590928664192573]",
folder5/Freddie Gibbs - Too Much (ft. Moneybagg Yo) [Official Music Video] [8rU2hnKhDNA].mp3,Freddie Gibbs ,folder5/Freddie Gibbs ,"[0.39749193, 2343.442064923106, 2438.561397167569, 5016.907175508491, 22.057230388751062, 0.2047958793663004, 0.4319348, 0.24904495, 8.795531, 0.31417972, 2.029519995837995, 0.0032450215149137547, 0.16633464, 0.10400134471666968]",
folder5/Imad Benaomar - Cheb Hasni - Jamais Nensa 2018 l عماد بنعمر - الشاب حسني [F65iFel2NXE].mp3,Imad Benaomar ,folder5/Imad Benaomar ,"[0.3239441, 2184.0540772767645, 2207.913119148572, 4503.939877679854, 20.740864190140417, 0.19241418983351558, 0.5059184, 0.25129655, 4.614435, -3.2992997, 1.7240010804733201, -0.008901927359680628, 0.122915015, 0.1145773617941209]",
folder5/Faydee - Habibi Albi (Robert Cristian Remix) [b5a3RuwSCsY].mp3,Faydee ,folder5/Faydee ,"[0.40077382, 2685.977808383633, 2620.6869495391497, 5798.282007753102, 20.962517837619046, 0.20350968585343063, 0.51937336, 0.2625681, 13.684211, 2.4767294, 2.822118165232342, -0.0032766471803289906, 0.22625509, 0.13632114799376677]",
folder5/Kamilya Ward -  El 3echq Kwany ｜ كاميليا ورد - العشق كواني [0R85mrwh9GQ].mp3,Kamilya Ward ,folder5/Kamilya Ward ,"[0.34494284, 2714.155359028777, 2500.00886564784, 5653.641539473627, 20.885014513012205, 0.20985473625139542, 0.51124316, 0.2681156, 2.6313488, -3.501708, 1.4030977797985011, 0.005124877846421507, 0.09756268, 0.1427010501347674]",
folder5/Khalawees - Abou El Leef & MTM  (EXCLUSIVE ) ｜ 2018 ｜  خلاويص  - ابو الليف و ام تى ام [qFUMnMpcbNU].mp3,Khalawees ,folder5/Khalawees ,"[0.40461722, 3012.4198212874553, 2617.086073991502, 6199.760007316054, 20.785861159294086, 0.20509675809956965, 0.52772367, 0.26887488, 13.928871, 1.7453893, 3.703322899070662, 0.0039488464261627915, 0.25313863, 0.17357085000597228]",
folder5/Laila Ghofrane - Jabni L'ghram (Official Lyric Video) ｜ ليلى غفران - جابني الغرام [2prPr3eY7dg].mp3,Laila Ghofrane ,folder5/Laila Ghofrane ,"[0.3863076, 3253.4597301528393, 2600.7332086377855, 6375.73389995529, 20.84843711213269, 0.18605648815375195, 0.5121101, 0.2678715, 16.750135, 2.085614, 4.291385727269569, -0.0011496564024153877, 0.2915849, 0.20342689115838353]",
folder5/Fouad Abdul Wahed … Asak Bekhar - Lyrics Video ｜ فـؤاد عبد الواحد … عساك بخير - بالكلمات [NxovN092vJ4].mp3,Fouad Abdul Wahed … Asak Bekhar ,folder5/Fouad Abdul Wahed … Asak Bekhar ,"[0.39715397, 2696.686418580877, 2571.483687872538, 5830.501526011495, 21.178475347683833, 0.19751746109012713, 0.5999139, 0.27675086, 17.638042, 3.0367353, 4.519902401357358, -0.007115205797979424, 0.28104946, 0.15420306088583152]",
folder5/Mahmoud Algayath - Mnw Ykwal (Official Video) ｜ محمود الغياث - منو يكول - فيديو كليب [hXg1Xz1eav4].mp3,Mahmoud Algayath ,folder5/Mahmoud Algayath ,"[0.32112095, 2526.7953963199875, 2363.6035689779437, 5158.421863526028, 21.44434855440418, 0.22115062921536993, 0.5245868, 0.2719394, 5.410035, -1.0618104, 2.340309095091673, -0.0160246929779588, 0.15643802, 0.1490432123948361]",
folder5/Komy - Sahbi (Official Video) ｜ 2018 ｜ (كومي - صاحبي (النسخةالأصلية [dXcwjrz-osA].mp3,Komy ,folder5/Komy ,"[0.41393238, 1937.4013925896738, 2255.656522383218, 4264.536415036342, 19.859483356295566, 0.16727524096062768, 0.5098643, 0.25770074, 17.362675, 2.2153106, 2.9317886583873674, -0.0009533561459637814, 0.23127547, 0.07864732190353219]",
folder5/Jad Khalife - Yokborne [Lyric Video] (2018) ⧸ جاد خليفة - يقبرني [1g5DjO3esZ8].mp3,Jad Khalife ,folder5/Jad Khalife ,"[0.36593562, 2556.1662570187873, 2550.304846401913, 5532.314122355726, 21.09625159399064, 0.15918558286375017, 0.5818737, 0.27558747, 9.670368, 1.5780826, 2.8448698549902667, 0.0032123922203094505, 0.2017352, 0.12473890965286968]",
folder5/Issam kamal - MADE IN CHINA (clip officiel) [Dw3sG8jO1o8].mp3,Issam kamal ,folder5/Issam kamal ,"[0.3630649, 2801.0448381535516, 2400.245739417066, 5476.192114623762, 20.83746499250969, 0.20321095257883, 0.5833619, 0.27478105, 17.780924, 1.4644948, 4.555446178588176, -0.006793341541621246, 0.287742, 0.1651136116501606]",
folder5/Kafon - Mani Fadhi ｜ ماني فاضي (Official Music Video) [KsvQjcnaAXE].mp3,Kafon ,folder5/Kafon ,"[0.35012263, 2218.101920276544, 2184.4226552105415, 4431.308971165459, 21.31646645829052, 0.20825595123730825, 0.501307, 0.258575, 12.056326, 1.0016124, 3.2402779436828024, 0.007156132598391181, 0.2256676, 0.12084508825231481]",
folder5/ILY - Illuminati  ( Official Music Video ) [VHdSrcxhN68].mp3,ILY ,folder5/ILY ,"[0.3572805, 2654.723258810882, 2260.8709143670467, 5171.609207980096, 20.99057595117545, 0.152757493449184, 0.4743512, 0.24466029, 9.443124, -1.4559275, 2.3880251500946312, 0.005110018618851136, 0.19016612, 0.15286436735931933]",
folder5/Ibrahim Dashti – Enkaz Mawqef ( EXCLUSIVE ) ｜ 2011  -  ⧸ ابراهيم دشتي – انقاذ موقف [er3czQwoEUw].mp3,Ibrahim Dashti – Enkaz Mawqef ( EXCLUSIVE ) ｜ 2011  ,folder5/Ibrahim Dashti – Enkaz Mawqef ( EXCLUSIVE ) ｜ 2011  ,"[0.40368664, 2754.7055095816386, 2514.231221155128, 5755.223451543377, 20.508918378898713, 0.1599082545424203, 0.5674519, 0.27580962, 1.2183638, -2.325745, 1.252196267216704, -0.001072205235704694, 0.0757687, 0.15609060102998046]",
folder5/Law Aal Foraa - Dolly Shahine ｜ لو ع الفراق - دوللى شاهين [3j_C4NBNNws].mp3,Law Aal Foraa ,folder5/Law Aal Foraa ,"[0.35517043, 2625.345667885279, 2432.280014601231, 5481.231497713848, 21.52319741690122, 0.22777386618267748, 0.48543707, 0.2558611, 5.5038223, -1.0169163, 2.278392759229875, 0.001611434756975285, 0.15149635, 0.14976531112391048]",
folder5/Joumana - Ader Albak [Music Video] (2018) ⧸ جومانا - قادر قلبك [PwKHbkFoooU].mp3,Joumana ,folder5/Joumana ,"[0.3603665, 2518.7067773641475, 2494.207129746827, 5377.944022964758, 21.516859141576504, 0.18536604719885832, 0.5413191, 0.27222896, 4.6835923, -1.7322189, 2.0790962909268424, -0.0014186780253901254, 0.13928115, 0.13778953261569923]",
folder5/Faycel Sghir - Aachkek Historique Rai Clip Officiel فيصل الصغير  عشقك إسطوريك [ziBR25nmP04].mp3,Faycel Sghir ,folder5/Faycel Sghir ,"[0.34043455, 2929.4192317016386, 2719.6136919295795, 6300.265376396706, 21.259461123067393, 0.19379608783883837, 0.525608, 0.27012995, 12.065889, 1.5794095, 3.3051165589335, 0.0051205453190267215, 0.2280525, 0.15867240492245716]",
folder5/IZI feat 7ari - MIA ( OFFICIEL CLIP ) Prod By Enywayz. [QVPAXc7tCDc].mp3,IZI feat 7ari ,folder5/IZI feat 7ari ,"[0.38340062, 2134.654215092858, 2223.7909427463455, 4132.098820861723, 21.17719917991146, 0.17546497784316253, 0.504157, 0.26543215, 9.117185, -0.369809, 2.2227414185155183, 0.0026207855016609116, 0.17452666, 0.10566506990655247]",
folder5/Karim Mahmoud Abdelaziz Ft Mohamed Osama ｜  الغزالة رايقة -  كريم محمود عبد العزيز ومحمد أسامة [alJUt1nChDI].mp3,Karim Mahmoud Abdelaziz Ft Mohamed Osama ｜  الغزالة رايقة ,folder5/Karim Mahmoud Abdelaziz Ft Mohamed Osama ｜  الغزالة رايقة ,"[0.35301062, 2953.794200181887, 2496.749481960543, 5847.325077536118, 21.409257278306324, 0.14693215582775554, 0.5131829, 0.26512557, 7.146986, -0.89559746, 2.4262617628407286, -0.018033109862809076, 0.17394923, 0.17376930691403447]",
folder5/ILY - ONLY ( Official Music Audio ) By Vlae & West [Sk-lQNfbaDg].mp3,ILY ,folder5/ILY ,"[0.40321895, 2515.6116458027755, 2483.2510045591594, 5195.771579746641, 21.14900954819968, 0.18608690558080931, 0.44698688, 0.2509718, 11.208177, 3.9893122, 2.750819717805009, 0.007165178589989649, 0.20926708, 0.11865320586653057]",
folder5/Ibrahim Dashti - Bokra Betoud ( EXCLUSIVE ) ｜ 2018  - ⧸ ابراهيم دشتي - بكرة بتعود [nFWVJ3gAOZ4].mp3,Ibrahim Dashti ,folder5/Ibrahim Dashti ,"[0.42400542, 2371.793829968143, 2349.5665190667287, 5005.391619794061, 21.14851697302021, 0.20654351610683797, 0.5736235, 0.2734469, 5.1560626, 0.15794922, 2.419666847756338, -0.005380575467221663, 0.14954004, 0.13130535764797396]",
folder5/Fouad Abdul Wahed … La Shafteny - Lyrics Video ｜ فـؤاد عبد الواحد … لا شفتني - بالكلمات [KDIRrGpocaU].mp3,Fouad Abdul Wahed … La Shafteny ,folder5/Fouad Abdul Wahed … La Shafteny ,"[0.4189684, 2356.4575079608703, 2423.4850982199587, 5152.835415901939, 20.704379236503296, 0.1883569326307591, 0.64275306, 0.27852303, 21.353806, 5.6243453, 4.928802094645631, 0.0004907938406806365, 0.30510426, 0.12458704689136615]",
folder5/Lamia Battouche  - Dirha Fi Balek (Officiel Music Video)｜ ديـــرها في بالــــك - لامية بطوش [zfdMYqCFenQ].mp3,Lamia Battouche  ,folder5/Lamia Battouche  ,"[0.42301092, 2623.3378966284317, 2551.8523721461743, 5660.368201468451, 20.642235562725823, 0.17949065043492443, 0.57601655, 0.27391925, 9.654758, 2.9174783, 3.2406655094251584, -0.016274837127402755, 0.21203724, 0.13945886948529412]",
folder5/Kader Japonais - Fi aachkek cheft el wile (Clip Officiel) 2018⎜قادر الجابوني - في عشقك شفت الويل [dmqBkM220Is].mp3,Kader Japonais ,folder5/Kader Japonais ,"[0.37787023, 2411.3886212533653, 2540.594719595579, 5325.190689893899, 21.419142892142037, 0.21004852573223956, 0.5250312, 0.2642839, 14.710911, 1.8712692, 3.443307607017168, 0.00566435832179625, 0.24237502, 0.11764591665194792]",
folder5/Khaled Mounib - El To'l Mazag ＂Lyrics Video＂ ｜ ＂خالد منيب - التقل مزاج ＂فيديو الكلمات [QT4ln788os4].mp3,Khaled Mounib ,folder5/Khaled Mounib ,"[0.34474936, 2825.5708740198734, 2506.7402285177236, 5849.311948632509, 20.974548322581985, 0.1799594450331864, 0.4976406, 0.2618141, 17.145683, 3.0459921, 3.7574546921205125, -0.019046077219642826, 0.2718556, 0.14639084104019778]",
folder5/Karim Mohsen - Hala ｜ كريم محسن - هاله [7w9rPJaygdo].mp3,Karim Mohsen ,folder5/Karim Mohsen ,"[0.36593962, 2607.351554803587, 2403.3969231841497, 5300.280009140876, 21.60346442811624, 0.19219544605215452, 0.5113061, 0.26692796, 6.8880877, 1.1886016, 2.957915137165545, -0.0006102209406056009, 0.18373707, 0.1511787158238027]",
folder5/Issa Ben Dardaf-I.B.D عيسى بن دردف - ft - El general الجينرال - jelwa - جلوى (official video clip ) [CIwH9dG7pGw].mp3,Issa Ben Dardaf,folder5/Issa Ben Dardaf,"[0.38910794, 2514.033998836363, 2300.4980309808693, 5087.374411031042, 20.25573489360727, 0.2302568727480575, 0.5218166, 0.26005414, 2.5257287, -4.4844027, 1.4789370136491273, 0.007880206393242859, 0.09987034, 0.14124409020381296]",
folder5/Lbenj - Anti (Prod. Karim LOUKILI) [QK7v74Wq46c].mp3,Lbenj ,folder5/Lbenj ,"[0.41134235, 2095.1407712972727, 2216.621313928152, 4273.688872830951, 20.983279360369146, 0.1875367001877767, 0.4023632, 0.23391199, 18.009539, 4.7511625, 3.2684446107047678, -0.006895431882559359, 0.26912, 0.07578155670932789]",
folder5/Fares Karam ... Badna Nwallea  ｜ فارس كرم ... بدنا نولعها - بالكلمات [73wTsXvjj78].mp3,Fares Karam ... Badna Nwallea  ｜ فارس كرم ... بدنا نولعها ,folder5/Fares Karam ... Badna Nwallea  ｜ فارس كرم ... بدنا نولعها ,"[0.44814754, 2832.6663896097502, 2586.4963567115797, 5959.400451289718, 20.408575988613467, 0.17213957801594068, 0.5435104, 0.26698655, 17.568476, 4.929717, 4.434558853595696, 0.00398356598786866, 0.28203085, 0.15256763999836367]",
folder5/Klay - Ya Rabbi ｜ يا ربّي (Clip Officiel) [XcFF9tnCDTA].mp3,Klay ,folder5/Klay ,"[0.41716638, 1779.7796850832856, 2185.925029360284, 3857.665425616441, 19.695453085538045, 0.19471253748180045, 0.34695405, 0.21764359, 21.050255, 4.6240516, 2.6282311354808896, -0.004969492122929365, 0.27323654, 0.05232190984983889]",
folder5/Faudel & RedOne - All Day All Night (EXCLUSIVE Music Video) ｜ Arabic Version [0EmRoN6CDrE].mp3,Faudel & RedOne ,folder5/Faudel & RedOne ,"[0.39781973, 2781.610394722359, 2529.544965485007, 5891.94321244985, 20.601742943688794, 0.18800606775129122, 0.53268343, 0.26570994, 4.2413554, 0.4555193, 2.227803858424753, -0.009011018306600808, 0.14147791, 0.15710134962178202]",
folder5/Ihab Amir Feat Dj Soul A - Lima3ndouch (EXCLUSIVE Music Video) ｜ (ًإيهاب أمير - اللي معندوش (حصريا [1qFqgRPDejQ].mp3,Ihab Amir Feat Dj Soul A ,folder5/Ihab Amir Feat Dj Soul A ,"[0.3727043, 2839.1566121156457, 2627.239960540175, 6027.878753913681, 21.14846588299427, 0.1745297618687396, 0.51027805, 0.26601568, 13.650517, 0.91249967, 2.817412338436346, -0.003610776614782609, 0.21427797, 0.14769616530029894]",
folder5/Fares - أغنية فارس ｜ Zap Tharwat & Sary Hany ft. Ahmed Sheba - زاب ثروت وساري هاني مع أحمد شيبة [DJWyRs-8xlE].mp3,Fares ,folder5/Fares ,"[0.38906342, 2130.3429889858817, 2207.772649666898, 4386.985868195565, 21.203001033432425, 0.23356720847594026, 0.5736037, 0.27211568, 2.7712758, -2.0100846, 1.6256720017189914, 0.0008389346973685097, 0.10477202, 0.11561513986895161]",
